ID,Name,Age,Height,Weight,Shot Power,Skill,Mentality,Dribbling,Sprint Speed,Acceleration,Agility,Stamina,Balance,ST
230046,L. Zahović,24,177.8,68.03,65,295,236,75,74,78,83.0,65,76.0,70
230072,R. Bajić,26,187.96,79.82,73,307,240,64,55,67,69.0,64,37.0,71
230084,L. Nmecha,21,185.42,79.82,72,243,282,66,83,77,70.0,67,65.0,69
230086,Luis Henrique,22,182.88,81.18,67,254,237,63,66,63,65.0,65,56.0,67
230094,N. Stojiljković,27,185.42,78.91,76,273,317,65,67,64,64.0,69,62.0,69
230109,F. Schröter,24,177.8,68.03,63,257,235,62,74,78,76.0,72,78.0,65
230121,V. Sanogo,25,185.42,84.8,63,233,259,60,74,74,68.0,71,67.0,65
230157,E. Sabo,27,187.96,77.09,71,315,316,60,77,72,57.0,78,45.0,65
230294,Louri Beretta,28,187.96,82.99,85,322,315,75,82,74,60.0,52,47.0,81
230430,Oswaldinato,28,182.88,78.91,79,323,315,78,76,77,75.0,72,66.0,81
230432,Dagoberto Esteiro,24,177.8,74.83,77,256,242,68,64,64,60.0,53,60.0,73
230440,Fredditinho,32,187.96,87.07,78,331,326,72,73,74,82.0,65,80.0,78
230442,Matheus Bardeira,20,187.96,84.8,87,295,273,69,70,77,70.0,74,67.0,78
230445,Rodolfo Pittaça,20,177.8,77.09,80,310,346,61,53,48,50.0,73,60.0,73
230449,Diegildo Ramos,28,185.42,79.82,88,363,312,70,32,27,44.0,50,30.0,74
230495,Hélton Celanova,28,180.34,92.06,86,304,287,63,53,53,68.0,59,56.0,72
230503,Jadson Vidigal,28,175.26,69.84,81,283,291,62,76,78,69.0,62,77.0,72
230506,Adão Salvadaldo,24,175.26,68.93,66,292,252,77,72,73,87.0,53,80.0,71
230507,Nicholas Aldair,28,187.96,81.18,78,327,322,72,74,59,66.0,83,54.0,74
230516,Paulao Junqueiras,20,193.04,96.14,85,273,284,63,41,35,48.0,45,37.0,71
230520,Sevinho Santos,19,180.34,74.83,68,317,260,72,66,61,65.0,54,61.0,70
230521,Nilsito Vilela,31,180.34,71.2,61,336,269,73,82,82,71.0,62,71.0,72
230523,Iuliano Alfaro,32,177.8,72.11,55,288,254,66,51,62,64.0,69,73.0,64
230524,Formosandrinho,28,177.8,72.11,85,319,262,72,78,76,77.0,61,71.0,75
230557,A. Da Cruz,23,182.88,73.92,75,292,234,67,77,78,73.0,56,67.0,67
230561,J. Grot,22,193.04,97.96,84,289,283,65,86,74,52.0,75,47.0,68
230568,N. Julan,22,195.58,82.99,65,261,229,64,70,68,57.0,60,59.0,66
230623,S. Bakış,26,187.96,79.82,69,235,264,60,34,40,42.0,50,55.0,69
230624,U. Nayir,27,190.5,74.83,70,242,274,62,56,64,62.0,63,46.0,70
230666,Gabriel Jesus,23,175.26,73.01,81,368,344,86,83,87,91.0,79,90.0,85
230687,A. Turkeš,24,193.04,83.9,68,267,257,66,72,67,65.0,75,61.0,69
230717,T. Kadewere,24,182.88,71.2,78,323,304,75,87,87,82.0,75,75.0,76
230800,R. Manaj,23,182.88,76.19,69,283,263,66,69,70,60.0,65,76.0,71
230805,A. Boryachuk,24,175.26,71.2,71,237,225,61,83,78,70.0,64,73.0,66
230830,Ian González,27,187.96,82.99,71,237,258,62,44,37,42.0,60,51.0,63
230895,A. Wright,23,182.88,72.11,67,261,237,58,74,73,52.0,63,60.0,62
230897,B. Hanlan,23,182.88,82.99,70,266,221,62,87,84,74.0,81,77.0,64
230940,C. Gondo,22,187.96,81.18,67,230,241,56,55,64,56.0,64,52.0,61
230963,Rivaldinho,25,185.42,79.82,73,300,279,61,73,66,59.0,64,75.0,69
230964,M. Santos,27,175.26,68.03,72,318,320,71,76,74,73.0,73,80.0,72
230978,T. Awoniyi,22,185.42,83.9,76,271,268,68,77,76,68.0,66,70.0,72
230982,M. Roman,28,190.5,79.82,75,277,245,60,62,55,69.0,70,36.0,64
231031,S. Kaya,24,177.8,72.11,56,223,214,54,69,66,70.0,58,69.0,60
231122,S. Pedersen,20,177.8,68.93,46,202,225,54,72,65,70.0,58,73.0,57
231134,J. Cruz,21,180.34,69.84,61,246,259,57,64,67,66.0,61,66.0,62
231138,C. Bassogog,24,172.72,72.11,75,361,274,80,90,91,85.0,81,90.0,75
231184,Guruzeta,23,187.96,77.09,67,297,256,69,62,65,70.0,44,53.0,69
231344,M. Koné,23,177.8,68.03,58,240,288,66,90,89,78.0,64,76.0,70
231352,T. Abraham,22,195.58,87.07,78,285,292,72,78,68,65.0,69,56.0,80
231353,E. Iyoha,22,190.5,86.17,72,284,222,72,76,76,72.0,80,54.0,69
231387,N. Mbo,21,185.42,82.08,71,181,221,56,78,78,69.0,68,60.0,60
231395,Zé Gomes,20,177.8,69.84,66,277,252,63,80,75,74.0,64,68.0,66
231408,J. Leko,21,182.88,63.94,66,270,215,72,90,87,78.0,63,73.0,69
231447,D. Malen,21,177.8,78.0,76,337,308,82,90,89,83.0,74,77.0,80
231478,L. Martínez,22,175.26,81.18,80,365,367,87,83,84,86.0,77,78.0,86
231488,M. Omoh,28,182.88,82.08,71,281,279,69,81,81,64.0,70,80.0,63
231503,B. Sambou,22,182.88,74.83,65,234,247,61,78,75,71.0,62,63.0,65
231530,José Arnáiz,25,175.26,69.84,82,307,267,72,75,78,78.0,67,75.0,72
231601,Dalmau,26,182.88,73.92,71,277,268,65,71,71,73.0,61,65.0,71
231606,A. Jakupović,21,185.42,81.18,59,213,235,55,64,50,53.0,72,58.0,62
231613,S. McCoulsky,23,182.88,69.84,60,212,228,57,89,90,73.0,68,69.0,62
231614,F. Reese,22,187.96,79.82,66,262,287,67,84,79,67.0,70,61.0,67
231616,E. Riis,22,190.5,87.07,68,260,247,62,69,68,63.0,67,53.0,67
231624,F. Schleusener,28,185.42,81.18,72,275,260,66,67,77,68.0,72,67.0,68
231627,U. Sadiq,21,193.04,79.82,72,272,229,67,77,72,60.0,64,36.0,69
231628,Rafa Mir,23,190.5,87.07,72,305,290,67,74,70,64.0,67,62.0,72
231644,F. Akinwande,24,182.88,69.84,56,223,226,55,76,76,51.0,65,64.0,59
231652,S. Banza,23,187.96,77.09,67,247,249,64,73,69,69.0,65,66.0,68
231728,I. Hora,31,182.88,76.19,68,279,302,56,70,72,70.0,71,71.0,67
231743,K. Davis,22,190.5,74.83,69,261,294,65,68,63,64.0,63,66.0,70
231745,L. Dimata,22,182.88,82.99,78,283,307,72,78,76,71.0,68,65.0,74
231747,K. Mbappé,21,177.8,73.01,86,394,341,92,96,96,92.0,86,82.0,91
231786,A. Šporar,26,185.42,82.08,78,317,274,72,76,77,75.0,72,66.0,78
231835,T. Henry,25,193.04,86.17,71,258,272,56,68,53,48.0,65,42.0,71
231862,L. Castro,28,177.8,76.19,73,268,282,70,76,80,80.0,73,73.0,69
231868,L. Ruiz,24,185.42,76.19,74,308,267,70,66,62,71.0,63,58.0,71
231910,Kim Gun Hee,25,185.42,78.91,65,237,291,62,75,70,68.0,63,56.0,68
231929,G. Miller,21,177.8,63.94,61,243,265,58,76,74,76.0,57,75.0,62
231943,Richarlison,23,180.34,71.2,82,364,353,84,86,79,78.0,82,72.0,83
231947,Oh Se Hun,21,193.04,84.8,62,203,268,57,60,50,59.0,58,74.0,66
231965,Beto da Silva,23,180.34,78.91,70,307,238,75,68,72,76.0,27,74.0,68
232014,M. Salazar,27,180.34,82.08,66,246,274,61,72,69,65.0,50,66.0,63
232064,M. Tumminello,21,180.34,76.19,70,197,268,51,59,48,55.0,56,64.0,65
232068,N. Balogh,23,198.12,81.18,61,320,277,74,80,66,62.0,46,33.0,68
232070,R. Caballero,29,182.88,79.82,64,217,234,55,58,64,65.0,51,58.0,62
232085,M. Bringaker,23,177.8,73.01,64,268,245,64,77,76,76.0,67,70.0,64
232094,J. Niezgoda,25,185.42,73.01,72,261,262,65,80,78,72.0,64,61.0,71
232148,D. Sallói,23,185.42,68.03,73,328,292,69,74,74,70.0,70,67.0,71
232174,O. Hawkins,28,198.12,92.06,62,228,305,50,58,55,51.0,60,63.0,63
232177,M. Ogbu,29,185.42,78.0,59,284,300,66,77,71,72.0,58,65.0,66
232200,A. Méyé,22,175.26,78.0,72,285,248,66,79,77,72.0,72,71.0,70
232203,A. Donkor,22,185.42,81.18,70,279,225,63,80,74,64.0,71,69.0,64
232207,I. Šaponjić,22,190.5,86.17,75,259,258,63,74,68,65.0,60,48.0,70
232225,J. Serra,22,193.04,87.07,75,221,272,57,79,53,51.0,68,37.0,71
232238,C. Peralta,29,177.8,78.91,67,236,250,69,72,76,72.0,62,68.0,73
232293,V. Osimhen,21,185.42,78.0,78,309,331,70,92,81,77.0,86,68.0,80
232329,K. Kanatsızkuş,23,190.5,78.91,69,307,260,71,66,64,61.0,70,65.0,71
232381,Wesley,23,190.5,93.87,84,322,337,71,76,61,53.0,75,45.0,78
232390,Guilherme Parede,23,175.26,73.92,71,307,272,71,77,73,71.0,69,73.0,69
232432,L. Jović,22,182.88,84.8,82,342,303,80,76,74,76.0,75,77.0,82
232479,T. Nishimura,23,177.8,76.19,72,273,266,62,75,77,65.0,74,66.0,68
232559,S. Ibrahim,23,177.8,77.09,64,220,241,60,79,78,71.0,68,68.0,64
232593,M. Suzuki,26,185.42,73.92,69,271,241,72,79,77,65.0,69,58.0,73
232627,H. Goya,26,177.8,68.03,65,270,260,62,68,69,67.0,71,68.0,70
232635,K. Ichimi,22,180.34,77.09,65,284,282,71,75,71,40.0,73,59.0,69
232657,M. Guevgeozián,32,182.88,78.91,65,213,245,58,46,53,59.0,54,52.0,66
232670,F. Zampedri,32,185.42,82.99,75,266,288,73,69,65,67.0,50,55.0,73
232671,L. Putaro,23,187.96,77.09,66,289,254,67,69,71,64.0,63,70.0,66
232714,Y. Toyoda,35,185.42,78.91,69,221,272,54,39,30,65.0,48,49.0,64
232729,C. Tarragona,29,180.34,77.09,66,265,264,70,74,70,69.0,65,67.0,70
232754,T. Amang,21,175.26,78.0,67,260,262,64,87,87,84.0,68,92.0,64
232857,Yu In Soo,25,177.8,71.2,61,272,254,63,68,72,61.0,62,66.0,58
232900,C. Monschein,27,177.8,73.92,69,262,288,71,91,81,76.0,70,71.0,72
232926,K. Watanabe,33,182.88,78.91,69,305,249,66,39,44,72.0,66,55.0,66
233045,I. Ugbo,21,185.42,73.01,58,210,248,55,76,70,66.0,59,57.0,64
233057,F. Troyansky,23,177.8,77.09,71,343,301,73,73,74,76.0,74,68.0,72
233109,F. Stokkers,24,185.42,78.91,66,242,223,61,73,68,70.0,74,70.0,67
233119,M. Olunga,26,193.04,84.8,80,265,294,68,83,73,31.0,63,30.0,76
233121,C. Timite,22,177.8,78.91,74,278,250,68,80,85,76.0,66,74.0,67
233138,Y. Kobayashi,32,177.8,72.11,71,316,298,72,77,76,85.0,70,67.0,73
233139,C. Itten,23,187.96,81.18,73,271,286,66,65,72,62.0,71,63.0,74
233193,Ribamar,21,182.88,81.18,70,231,284,61,80,84,74.0,60,66.0,67
233214,V. Gutkovskis,25,180.34,76.19,63,244,270,61,69,75,64.0,76,58.0,65
233216,P. Tietz,22,190.5,88.89,62,221,244,61,59,55,61.0,64,52.0,65
233231,Jon Bautista,24,180.34,72.11,71,315,248,70,74,72,65.0,69,69.0,72
233250,Y. Suzuki,24,182.88,74.83,69,287,316,68,70,71,68.0,78,68.0,72
233259,D. Pineda,25,177.8,77.09,62,238,209,59,59,51,59.0,51,66.0,62
233260,A. Vega,22,172.72,77.09,70,283,263,78,74,74,75.0,75,71.0,72
233277,M. Mayrovich,19,182.88,68.93,59,228,217,55,71,69,59.0,55,69.0,60
233289,O. Olomola,22,180.34,79.82,59,228,249,59,76,64,52.0,64,76.0,61
233299,Felipe Vizeu,21,182.88,82.08,78,294,285,67,79,70,67.0,66,65.0,75
233315,S. Clare,23,190.5,78.91,63,305,316,65,72,73,67.0,68,39.0,66
233386,P. Yrizar,22,182.88,78.0,60,271,246,66,71,72,67.0,56,55.0,66
233397,A. Diawusie,22,177.8,74.83,59,229,241,70,90,91,77.0,67,73.0,66
233408,Guo Tianyu,21,193.04,79.82,61,223,240,54,54,64,56.0,65,66.0,60
233417,Asier Benito,25,182.88,77.09,62,253,252,62,69,71,69.0,58,65.0,66
233463,S. Skålevik,27,180.34,74.83,67,255,246,62,73,71,60.0,66,65.0,64
233509,R. Miérez,23,182.88,78.0,74,260,280,60,69,66,67.0,76,55.0,68
233572,D. Udoh,23,182.88,73.01,54,241,207,61,81,79,81.0,71,75.0,60
233602,G. Hirst,21,190.5,81.18,67,207,248,55,68,60,49.0,55,64.0,66
233605,Pedro,22,182.88,78.0,75,290,311,68,69,70,70.0,62,62.0,75
233630,H. Cuypers,23,185.42,76.19,70,279,254,63,74,71,70.0,65,64.0,70
233665,J. Ayunga,23,185.42,78.0,57,236,234,56,78,72,60.0,66,54.0,61
233667,Shan Huanhuan,21,185.42,69.84,47,200,179,50,54,55,45.0,48,43.0,50
233707,S. Haugen,22,187.96,78.0,62,223,243,58,79,80,66.0,60,68.0,63
233730,Y. Méïté,24,185.42,82.08,79,268,318,68,80,76,64.0,83,60.0,72
233731,A. Isak,20,193.04,77.09,84,318,312,78,83,81,80.0,70,68.0,81
233732,D. Okereke,22,180.34,77.09,68,252,265,75,92,90,82.0,69,68.0,74
233784,M. Gibson,22,180.34,74.83,51,216,212,54,71,73,67.0,68,66.0,57
233795,B. Brereton,21,187.96,74.83,68,283,292,71,85,87,74.0,71,58.0,69
233808,S. Palombi,23,182.88,69.84,62,276,260,62,66,70,63.0,67,59.0,67
233809,A. Rossi,22,182.88,78.0,68,282,236,64,62,67,59.0,59,46.0,67
233835,P. Szysz,22,177.8,69.84,58,242,249,61,76,76,83.0,71,81.0,64
233865,R. Hale,20,175.26,69.84,60,275,250,58,73,74,76.0,71,76.0,61
233892,T. Sandoval,21,185.42,71.2,66,247,230,63,66,65,64.0,69,57.0,65
233950,M. Smith,23,180.34,76.19,47,236,216,52,60,61,53.0,52,65.0,55
234028,Rômulo Calsede,20,180.34,78.0,72,311,286,66,73,71,69.0,76,62.0,71
234044,D. Mouchamps,21,172.72,63.04,58,256,224,60,76,77,75.0,54,82.0,60
234099,J. Aitchison,19,177.8,68.93,59,260,223,64,75,76,73.0,50,64.0,61
234147,Dany Mota,22,180.34,73.92,56,252,242,70,65,60,58.0,59,69.0,65
234158,A. Gory,23,182.88,72.11,65,282,229,69,90,83,83.0,63,69.0,69
234177,N. Ennis,21,180.34,79.82,68,257,258,65,84,78,76.0,64,76.0,65
234185,J. Hector-Ingram,21,180.34,74.83,59,211,244,56,67,68,65.0,53,60.0,61
234235,I. Isa,31,182.88,78.0,65,218,258,56,67,62,60.0,64,64.0,64
234236,P. Schick,24,185.42,73.01,74,361,295,82,70,71,83.0,64,67.0,80
234249,S. Surridge,21,190.5,77.09,67,230,262,63,63,58,64.0,66,59.0,68
234369,M. Mølvadgaard,20,187.96,82.08,57,237,225,60,76,73,64.0,57,66.0,62
234393,M. Ramkilde,22,187.96,73.92,52,220,220,47,59,68,57.0,55,56.0,54
234399,J. Eggestein,22,182.88,74.83,71,315,277,74,53,75,75.0,67,70.0,71
234412,A. Nadesan,25,187.96,69.84,58,220,215,58,69,68,65.0,66,63.0,62
234476,A. Albers,30,193.04,89.79,67,217,233,57,71,54,52.0,74,47.0,67
234496,O. Bogle,25,190.5,79.82,65,266,258,64,64,66,63.0,58,55.0,67
234571,Mésaque Djú,21,177.8,63.04,62,227,258,60,73,72,63.0,54,75.0,61
234579,J. Quiñones,23,177.8,78.0,68,300,276,71,88,88,84.0,64,71.0,72
234619,Y. Mamilonne,28,190.5,87.07,54,232,252,55,72,64,52.0,57,42.0,63
234631,S. Grønning,21,187.96,84.8,55,219,202,55,73,74,71.0,60,70.0,57
234636,A. Pavlović,26,187.96,76.19,70,248,255,63,68,65,63.0,70,55.0,69
234671,J. Odgaard,21,187.96,79.82,67,260,246,68,68,67,64.0,68,63.0,68
234683,A. Zeqiri,21,185.42,79.82,69,258,258,67,75,73,70.0,68,66.0,68
234743,A. Muskwe,20,182.88,74.83,60,253,243,57,64,67,66.0,62,60.0,61
234746,D. Iliev,31,185.42,82.08,66,292,296,66,70,57,67.0,61,81.0,66
234824,Y. Wissa,23,175.26,73.92,75,288,280,72,91,84,81.0,71,73.0,72
234826,Toni Martínez,23,187.96,83.9,78,276,296,72,72,69,67.0,73,56.0,77
234875,L. Höler,25,182.88,82.99,78,245,290,57,73,67,63.0,81,64.0,73
234890,F. Margiotta,26,177.8,76.19,71,313,277,69,62,61,66.0,62,74.0,69
234924,A. Diakhaby,23,182.88,73.92,71,296,245,73,89,88,81.0,59,63.0,71
234972,Y. Gomis,28,180.34,76.19,70,267,258,69,81,82,78.0,75,64.0,70
235038,J. Vancamp,21,185.42,74.83,65,304,260,63,69,67,70.0,59,68.0,65
235091,Getterson,29,177.8,69.84,73,242,276,67,75,72,69.0,70,70.0,68
235133,M. Finotto,27,182.88,72.11,60,272,284,64,79,85,70.0,76,68.0,67
235157,C. Daferner,22,187.96,82.08,68,221,203,54,65,55,58.0,60,56.0,64
235161,J. Maja,21,180.34,67.12,70,306,250,72,77,72,60.0,59,66.0,73
235194,G. Vrioni,20,182.88,73.01,64,260,227,64,60,64,62.0,51,61.0,64
235218,M. Dinanga,23,180.34,78.0,56,213,197,53,70,72,68.0,63,62.0,58
235301,P. Schmidt,21,177.8,73.01,59,255,236,62,78,76,75.0,63,70.0,67
235320,B. Johnsen,28,195.58,81.18,69,271,299,63,76,68,74.0,72,50.0,69
235360,R. Ache,21,182.88,81.18,69,236,239,64,75,74,66.0,73,70.0,69
235410,Y. En-Nesyri,23,187.96,78.0,75,313,305,82,80,72,67.0,76,50.0,80
235512,Gelson Dala,23,175.26,64.85,75,314,277,77,85,87,84.0,72,78.0,75
235513,S. Ganvoula,24,190.5,84.8,77,226,277,61,90,69,58.0,59,53.0,71
235537,E. Sánchez,20,167.64,63.94,60,253,265,53,66,66,66.0,56,75.0,64
235554,I. Sacko,22,182.88,69.84,77,297,286,69,82,80,85.0,61,71.0,70
235561,K. Fortuné,30,182.88,79.82,75,322,269,69,77,82,70.0,73,61.0,70
235736,K. Sterling,20,175.26,71.2,61,262,223,59,74,78,71.0,40,74.0,64
235812,G. Kvilitaia,26,193.04,82.08,69,292,291,71,61,60,62.0,66,42.0,73
235823,G. Jaroch,22,170.18,66.21,64,221,218,58,63,66,67.0,59,82.0,64
235842,A. Pinamonti,21,185.42,72.11,68,264,252,64,60,64,62.0,60,64.0,70
235848,D. Carando,31,182.88,78.91,61,231,243,52,65,58,54.0,56,58.0,66
235855,J. Asoro,21,175.26,74.83,66,280,241,74,86,90,78.0,66,78.0,68
235866,C. Kouamé,22,185.42,69.84,72,301,296,77,84,81,74.0,63,65.0,77
235888,I. Cardona,22,185.42,77.09,72,331,271,76,70,68,68.0,74,63.0,73
235893,I. Atiemwen,23,180.34,79.82,73,312,285,72,79,84,68.0,73,78.0,70
235950,F. Barceló,27,180.34,78.0,66,244,226,59,77,70,79.0,77,76.0,68
235980,I. Morales,20,180.34,76.19,63,272,221,68,76,76,71.0,78,67.0,67
235989,N. Briasco,24,177.8,82.08,68,268,247,69,70,65,64.0,70,67.0,68
235991,N. Cordero,21,182.88,78.0,71,301,258,61,64,65,63.0,65,69.0,63
236001,Raí,22,167.64,63.94,67,273,231,72,74,74,71.0,60,68.0,65
236008,B. Morris,20,175.26,59.86,61,237,224,59,77,76,78.0,50,82.0,61
236025,H. Smith,25,195.58,84.8,62,249,273,59,57,59,60.0,65,64.0,64
236197,Hélton Carvalhal,28,187.96,82.08,72,180,241,45,34,38,40.0,40,50.0,61
236210,D. Vorobyev,19,182.88,78.91,60,235,218,54,61,72,68.0,52,67.0,60
236213,D. Diaw,27,190.5,76.19,73,285,259,68,82,81,68.0,68,71.0,70
236245,A. Elis,24,180.34,77.09,72,330,312,79,89,91,79.0,74,63.0,76
236282,J. Mascia,26,187.96,77.09,75,290,240,63,53,56,63.0,61,55.0,66
236287,N. Ibáñez,25,177.8,76.19,71,288,274,65,73,72,71.0,73,70.0,72
236321,D. N'Lundulu,21,180.34,74.83,58,229,229,58,63,72,58.0,59,65.0,61
236341,N. Messiniti,24,182.88,79.82,66,253,227,65,57,67,57.0,71,69.0,65
236413,S. Kulenović,20,190.5,82.99,62,236,254,63,81,83,78.0,63,57.0,65
236447,R. Peña,23,182.88,78.0,72,228,256,61,64,67,68.0,53,59.0,66
236461,J. Mateta,23,193.04,87.98,75,273,309,74,78,74,70.0,65,53.0,78
236464,J. Ngoy,22,185.42,87.98,60,271,234,69,84,80,74.0,76,73.0,67
236498,S. Lammers,23,190.5,77.09,72,308,307,80,75,76,78.0,75,66.0,76
236533,R. Glatzel,26,193.04,84.8,75,252,260,65,76,64,53.0,64,41.0,72
236550,M. Ndjoli,21,182.88,72.11,66,245,251,58,74,70,64.0,68,62.0,61
236553,E. Huth,23,185.42,78.0,67,260,241,64,79,76,70.0,78,68.0,67
236555,Guilherme Schettine,24,180.34,76.19,75,314,270,67,67,67,69.0,67,62.0,70
236585,You Ju An,20,177.8,69.84,63,282,273,62,73,74,74.0,66,75.0,67
236591,E. Sylisufaj,20,177.8,79.82,73,250,240,60,72,68,68.0,64,71.0,65
236604,L. Sandoval,21,182.88,76.19,55,254,297,62,76,79,70.0,60,65.0,63
236610,M. Kean,20,182.88,72.11,74,301,260,78,79,77,74.0,65,78.0,76
236611,R. Loft,22,190.5,73.01,62,219,244,51,62,55,49.0,63,53.0,60
236621,P. Hamel,26,187.96,76.19,72,262,262,67,59,64,59.0,70,70.0,73
236673,Pedro Marques,20,180.34,77.09,72,292,262,67,78,74,83.0,73,76.0,70
236692,Marc Gual,24,182.88,73.01,70,293,239,72,78,73,65.0,72,66.0,72
236752,D. Bamba,25,182.88,74.83,70,262,265,67,83,89,83.0,74,69.0,69
236757,P. Klimala,21,182.88,77.09,64,258,255,63,82,79,70.0,67,72.0,67
236767,E. Soleri,19,193.04,74.83,59,240,226,59,63,65,58.0,56,58.0,63
236778,M. Touray,20,180.34,73.92,51,202,201,51,67,68,52.0,52,70.0,54
236785,T. Abrahams,21,185.42,83.9,59,236,224,58,83,82,78.0,67,76.0,61
236788,M. Gillam,20,182.88,73.01,51,226,225,58,72,73,71.0,57,68.0,59
236831,A. Seydel,24,198.12,89.79,66,248,251,68,69,67,53.0,49,34.0,67
236836,O. Okwonkwo,22,172.72,72.11,74,309,279,70,89,88,78.0,67,62.0,70
236842,J. Torres,20,170.18,71.2,68,302,255,66,83,82,76.0,72,80.0,68
236849,D. Ceter,22,190.5,81.18,66,177,238,44,52,46,58.0,55,51.0,62
236885,B. Vazquez,21,187.96,78.91,63,226,263,54,69,65,64.0,39,57.0,64
236893,Rui Pedro,19,182.88,74.83,72,304,291,69,70,66,72.0,68,62.0,68
236899,A. Sobolev,23,195.58,84.8,80,303,302,73,71,70,65.0,65,57.0,76
236940,Darío Poveda,23,185.42,74.83,63,262,226,62,51,53,57.0,48,60.0,64
236955,P. Tomczyk,22,182.88,76.19,63,215,198,58,83,82,75.0,63,64.0,63
236988,E. Nketiah,21,175.26,72.11,69,283,260,74,82,85,79.0,68,72.0,73
236992,J. Ortiz,27,180.34,72.11,70,288,260,60,73,76,63.0,74,67.0,67
237013,A. Gomaa,30,177.8,73.92,72,297,279,66,68,64,63.0,56,72.0,71
237014,S. Akinola,27,180.34,81.18,59,264,232,59,82,83,83.0,68,76.0,60
237023,Y. Merdji,26,175.26,68.93,70,274,273,71,76,76,77.0,69,78.0,69
237034,J. Hernández,21,175.26,73.01,73,325,294,73,81,86,71.0,73,79.0,76
237039,L. Lamprou,22,177.8,76.19,67,299,283,67,84,83,78.0,73,60.0,71
237051,M. Turay,25,177.8,69.84,66,278,289,72,91,85,87.0,77,73.0,71
237075,C. Ramirez,29,187.96,84.8,72,279,299,66,63,58,65.0,73,58.0,69
237146,Angel Sánchez,21,177.8,69.84,61,265,270,59,60,61,55.0,33,66.0,63
237179,C. Ndiaye,24,185.42,79.82,65,212,205,61,69,63,48.0,53,58.0,61
237248,G. Berterame,21,177.8,72.11,59,252,262,73,74,78,70.0,72,65.0,71
237254,K. Denkey,19,180.34,81.18,70,238,235,61,69,64,59.0,60,62.0,66
237256,J. Ebobisse,23,182.88,78.91,69,296,293,67,87,85,80.0,79,72.0,72
237283,N. Reniero,25,182.88,77.09,76,320,252,72,68,69,74.0,74,65.0,74
237286,A. Connolly,20,172.72,77.09,72,244,246,68,75,79,77.0,68,76.0,72
237291,G. Blanco Leschuk,28,193.04,88.89,74,222,286,63,67,69,59.0,76,52.0,71
237295,E. Latte Lath,18,180.34,74.83,65,289,249,68,73,77,64.0,61,66.0,65
237303,O. Kharbin,26,185.42,82.99,77,307,292,69,78,76,75.0,63,66.0,74
237321,M. Berisha,22,185.42,78.91,72,321,304,69,76,68,66.0,69,60.0,71
237332,A. May,26,175.26,72.11,63,229,300,63,84,86,83.0,71,82.0,64
237355,N. Kabamba,27,190.5,74.83,64,235,243,60,74,73,59.0,65,47.0,64
237391,M. De Luca,21,193.04,74.83,65,253,230,59,46,43,48.0,47,44.0,65
237438,Erik Expósito,24,190.5,82.99,62,233,230,63,64,65,63.0,62,58.0,68
237453,A. Onaiwu,24,180.34,74.83,71,258,287,64,79,84,64.0,72,63.0,71
237461,C. Colmán,26,185.42,78.91,72,271,266,66,79,64,71.0,49,73.0,68
237509,B. Lasme,21,187.96,84.8,59,235,221,61,76,74,59.0,59,35.0,63
237524,S. Kaba,25,190.5,79.82,75,258,286,64,70,62,58.0,73,63.0,68
237542,G. Páez,30,177.8,69.84,60,239,248,58,72,73,65.0,57,75.0,63
237544,L. Vido,22,182.88,74.83,74,325,276,72,66,66,71.0,67,65.0,72
237546,J. Stojanović,28,187.96,79.82,70,345,308,67,55,49,54.0,67,57.0,66
237555,J. Bolingi,26,187.96,73.92,68,244,298,67,76,71,65.0,87,65.0,71
237563,A. Badji,21,187.96,74.83,70,256,255,65,86,83,67.0,76,56.0,69
237574,S. Tetteh,23,180.34,68.03,74,310,224,74,84,81,78.0,71,72.0,70
237581,D. Orgill,30,182.88,81.18,57,232,267,63,86,82,74.0,72,60.0,69
237601,U. Bapoh,21,177.8,82.08,61,274,252,65,75,73,71.0,67,77.0,64
237631,L. Mothiba,24,182.88,76.19,74,305,284,71,69,70,61.0,70,67.0,74
237665,K. Chinen,25,177.8,73.01,65,284,258,70,79,73,75.0,65,66.0,70
237679,R. Kolo Muani,21,187.96,73.01,62,285,228,65,72,67,69.0,40,54.0,66
237708,M. Sylla,20,180.34,69.84,64,283,243,72,79,78,75.0,58,65.0,68
237710,A. Fletcher,20,177.8,68.03,55,225,219,53,72,73,74.0,55,68.0,57
237712,V. Castellanos,21,177.8,73.92,68,277,244,66,71,71,70.0,72,67.0,67
237715,P. Cutrone,22,182.88,78.91,74,294,280,74,75,71,68.0,67,76.0,77
237718,S. Ambri,22,177.8,63.94,56,273,245,67,81,87,75.0,58,71.0,65
237726,N. Venema,21,180.34,71.2,68,251,225,60,82,76,63.0,64,62.0,66
237769,K. Kitagawa,23,180.34,73.92,64,296,266,69,76,74,79.0,54,67.0,69
237799,K. Sugimoto,27,187.96,78.91,70,274,265,65,73,69,73.0,71,42.0,68
237807,D. Vente,20,180.34,69.84,63,255,255,62,75,77,76.0,65,64.0,68
237907,Canillas,23,187.96,78.91,65,253,228,60,63,61,56.0,56,52.0,65
237960,Mama Baldé,24,175.26,68.93,79,325,334,75,92,84,73.0,77,67.0,77
238034,S. Krpić,29,187.96,82.99,66,241,206,57,67,68,62.0,66,46.0,65
238075,M. Taylor-Crossdale,20,185.42,77.09,70,257,239,62,74,70,59.0,55,66.0,63
